0.0, 2981.0, 2981.0
0.0, 2998.0, 5979.0
2.7272727E-5, 2474.0, 8453.0
6.363635E-5, 902.0, 9355.0
4.6363633E-4, 618.0, 9973.0
4.6363633E-4, 1457.0, 11430.0
5.5454543E-4, 1113.0, 12543.0
6.090909E-4, 599.0, 13142.0
0.0010272728, 569.0, 13711.0
0.0013, 750.0, 14461.0
0.0013181817, 9.0, 14470.0
0.0010181819, 697.0, 15167.0
8.9090917E-4, 1088.0, 16255.0
0.0012181819, 1065.0, 17320.0
0.0014272728, 1705.0, 19025.0
0.001409091, 1019.0, 20044.0
0.0012181819, 1696.0, 21740.0
0.0013636365, 653.0, 22393.0
0.0013636365, 1294.0, 23687.0
0.0010272728, 1264.0, 24951.0
0.0012727272, 2498.0, 27449.0
0.0011090908, 877.0, 28326.0
0.0013727273, 1590.0, 29916.0
0.0011000001, 960.0, 30876.0
0.0011272727, 160.0, 31036.0
0.0011909092, 1815.0, 32851.0
0.0011999999, 250.0, 33101.0
0.0014727273, 58.0, 33159.0
0.0015545454, 2533.0, 35692.0
0.0013909092, 924.0, 36616.0
0.0014545453, 1500.0, 38116.0
0.0011, 296.0, 38412.0
9.818182E-4, 201.0, 38613.0
0.0011636365, 557.0, 39170.0
0.0010363637, 911.0, 40081.0.
